"Size","Rooms","Fee","Elevator","Balcony","Patio","Price"
59.3,5,2496,0,1,0,3432900
40.8,1,2280,0,1,0,2826400
39.8,5,2190,0,1,0,1703900
71.5,4,3197,1,0,0,5588500
30.6,5,2020,1,0,0,2714900
74.2,2,4171,1,0,1,2809000
54.6,2,2896,1,1,0,1389700
58.4,5,3643,1,1,0,2968700
56.3,1,2252,0,1,1,1920200
40.2,2,1856,1,0,0,788200
38.5,2,3775,0,0,0,611600
43.5,2,4286,1,1,0,793400
64.3,2,3647,0,0,0,2056900
68.5,3,4172,0,1,1,3945100
97.9,4,4838,1,1,1,6758600
134.9,5,5255,0,1,0,870200
42,2,2385,1,0,0,1120800
80.3,3,2414,1,1,1,2351200
40.1,1,1742,0,1,0,2029300
51.1,2,2964,0,1,0,3740300
61.8,2,3125,0,1,0,1987500
59.4,2,2662,1,1,1,1948400
49.8,2,3435,1,0,0,1752300
46.5,3,2643,0,1,0,3450400
66.2,3,3304,1,1,1,1183000
74.9,2,2702,0,0,0,1746500
52.4,2,5152,0,1,0,2810600
89.9,4,4440,1,1,0,2130500
74.3,2,3590,1,0,0,6061800
51,2,2417,0,0,0,1136700
57.3,2,3071,1,0,0,3978500
86.6,3,5168,0,1,0,7228100
59.8,2,5909,1,0,0,1897200
39.8,2,2707,1,0,0,1626900
62.4,2,3494,0,0,0,4464300
45.6,2,3551,1,1,0,2043800
108.2,4,5822,1,1,0,4669800
73.6,3,4019,1,0,0,3450800
118.9,4,5036,1,1,0,5097100
96.4,3,5196,1,1,0,3845500
52.9,3,3193,1,0,0,3462400
50.2,2,3285,0,0,0,2902600
67.4,2,2519,1,1,0,2437100
82.1,4,4720,0,0,0,4610600
36.1,2,1836,1,0,0,3023600
36.6,1,2443,1,1,0,2924100
83.9,3,5151,1,0,1,2143700
66.3,3,2497,0,1,0,6281600
60.5,3,4455,1,0,0,2721600
83.2,3,4307,0,1,0,2245200
74.6,3,3750,1,1,0,2029500
27.3,5,2444,0,0,0,1436800
58.5,2,3584,1,0,0,2974700
31,2,3060,1,0,0,2641100
101,3,4976,0,1,1,8622400
75.6,3,4564,0,1,0,1949800
51.6,5,2546,0,1,0,3019200
62.1,2,1547,1,0,0,1321300
44.1,2,3292,0,0,0,2250600
63,3,3838,0,1,0,500400
46.7,2,2077,1,1,0,3533300
111.7,5,6213,0,1,0,10925700
53.8,2,3758,0,1,0,1715600
56.4,3,4607,1,0,0,1297500
78.9,3,2765,1,0,0,2727000
45.2,2,2674,1,0,0,3202300
66.5,3,3587,1,1,0,1534900
34.3,5,3770,0,0,0,1491300
33.5,5,872,1,1,0,2316500
60.7,2,4467,0,0,0,2172300
46.8,2,3917,0,1,0,2063000
38.1,2,3256,1,0,0,1030700
74.1,2,3506,0,1,0,3040900
63.5,3,4033,0,0,0,1364500
126.5,4,5898,1,1,0,3463200
106.1,4,5732,0,0,0,5954800
42.8,1,2266,0,1,0,1298900
17.9,1,1271,1,1,0,1651900
47.3,2,3040,1,1,0,3331000
58.6,3,2811,1,0,0,928400
41.7,2,2323,1,1,0,4006200
61.2,3,3319,0,1,0,2802500
73.2,2,3509,0,1,0,2409500
43.1,1,3672,0,0,0,1265100
55,2,3362,0,1,0,2764100
55.1,2,3908,0,1,1,3426400
86.4,3,4003,0,1,0,3880700
56.5,3,2645,0,1,0,2831800
51.2,2,4373,1,0,0,5158400
57.8,5,3650,1,0,0,3368000
53.8,2,1755,0,0,0,969600
105.4,4,5959,1,0,0,16042800
66.5,2,5500,1,0,0,2094000
80,3,4988,0,1,0,2260100
64.8,2,4726,0,0,0,1942100
78.9,2,4241,0,1,0,4439500
58.6,2,2997,0,0,0,2531100
43,2,3278,1,0,0,1742500
62.4,2,3494,0,0,0,2268100
50.6,2,2917,1,1,0,2759500
132.7,4,7458,1,1,0,2886500
53.1,2,3312,0,0,1,740600
54.7,2,3019,0,0,0,1679200
57,2,3927,0,1,0,3557600
42.8,2,923,0,0,1,2485600
47.1,2,2520,0,0,0,3348200
47.3,2,3039,0,0,0,1188700
37.2,2,2663,0,1,0,2121000
56.2,5,3895,0,1,0,2721500
113,6,5899,0,1,0,1958100
37.2,2,2481,0,0,0,1652600
102.9,3,5419,0,0,0,2405200
72,2,3763,1,0,0,4415400
75.2,3,4404,0,0,0,2824200
96.2,3,4634,0,0,0,2856900
75.3,3,5018,0,0,0,4662100
50.7,2,3693,1,0,0,2339600
113.8,5,5834,1,1,0,1443500
92.1,4,3579,0,1,0,9764400
40.9,2,2031,1,0,0,2640600
70,3,3435,1,0,0,2473500
65.2,2,3161,0,1,0,1451000
59.8,2,3733,1,0,1,2396900
80.6,3,4752,0,1,0,6036700
76.5,3,4253,0,0,0,3295200
78.9,3,4267,1,1,0,3528100
71.8,2,3825,0,0,0,3357800
39.9,2,142,1,1,0,1767300
60.1,3,2271,0,1,0,3863900
75.4,3,4671,1,0,0,3214100
27.5,1,2492,0,0,0,1710900
42.4,2,1788,0,1,0,1891300
31.6,5,1349,0,0,0,3379300
80.5,2,5221,1,0,0,4012000
62.5,3,3789,1,0,0,2805100
65.5,2,4681,1,0,0,2218200
69.8,3,3508,0,0,0,2088900
48.1,2,4309,1,0,0,2265000
61.2,3,3265,0,1,0,4987000
50.4,2,2836,0,0,0,3012100
70,2,3490,0,1,0,2193200
84.3,2,4977,1,1,1,4895800
57.9,2,3120,0,0,0,1256400
65.9,2,4380,0,0,0,1978500
48.1,3,4150,1,0,0,1851800
78.7,3,3244,1,1,0,3327600
67.3,3,2976,0,1,0,3299600
44.6,1,1468,0,1,0,1147700
85.1,3,4691,1,0,0,5340500
66.6,2,3516,1,1,0,1943400
84.3,2,4844,1,1,0,3641700
75.7,2,2400,0,1,0,1474600
47.5,1,3545,0,0,1,2793400
45.4,2,2330,0,1,0,2093300
18.7,1,1674,1,0,0,972800
41.3,2,3398,0,0,0,3887000
54.9,1,3881,1,1,1,3239700
51.4,2,4492,0,1,1,5048900
44.2,2,2669,0,1,0,4763200
62.6,2,3947,0,1,0,2683700
142.5,3,7368,1,1,0,8472500
51.8,2,2637,1,1,0,2894500
92.5,3,3720,0,1,0,6041800
69.7,3,3727,1,1,0,1545300
71.2,2,2868,0,0,0,3384900
55.2,2,4143,1,1,0,4577600
96.8,3,4997,0,1,0,2346500
92,3,5932,1,0,0,4944700
72,3,4174,0,1,0,3487900
56.9,2,4095,0,0,0,2380800
65.4,2,3667,1,1,0,5019800
111.5,5,5070,1,1,0,1568500
44.3,2,1931,0,1,0,3267600
59.2,3,4106,0,1,0,1226200
52.1,3,1984,1,0,1,1238000
86.4,3,5032,1,1,0,3329900
66.5,3,2764,0,1,0,5340800
29.3,1,3665,1,0,0,2394200
114.4,4,7008,1,1,0,3499200
52.4,2,3769,0,0,1,2204900
43.8,2,2102,0,0,0,1505700
105.3,4,4886,0,0,0,9530100
77.2,3,3949,1,1,0,1573600
85.4,2,4588,1,0,0,1905100
101.8,4,4611,1,1,0,1216500
82.7,3,4822,0,0,0,1352100
88.6,3,5745,0,1,1,6591500
44.9,2,2995,0,0,0,1622600
66.3,3,3491,0,0,0,5161100
73.1,3,5246,0,0,0,2003900
101.6,4,6649,0,1,0,4026600
66.3,2,3211,1,0,0,1690200
115.4,4,6503,1,0,0,7630900
84.5,3,3908,1,1,0,3816400
59.2,2,3648,1,1,0,904100
65,2,3759,0,0,1,1483800
56.1,2,4279,1,1,0,2223400
52.1,2,2498,1,0,0,4959500
106.1,4,5094,1,0,0,6826000
45,2,2443,0,0,0,1882100
68,3,4179,0,1,0,1423400
84.3,3,4451,1,0,0,1801000
60.5,2,4572,0,1,1,1555700
47,2,4433,0,0,0,2660600
48,5,3112,0,0,0,2966600
80.6,3,5768,1,1,0,2176100
21.1,1,3248,0,0,0,3376500
40.6,1,1889,0,0,0,1503800
45.7,2,2149,0,0,0,3723100
68.9,3,4300,1,0,0,3207700
59.6,3,3332,1,0,0,1360700
31.9,2,2126,0,0,0,1481900
62.4,2,3098,1,0,0,1865900
55,1,4689,0,0,0,1648700
64.4,2,5002,0,0,0,3147400
69.4,2,3011,0,0,0,2242000
32.3,2,1587,1,1,0,814800
71.6,4,3765,1,1,0,4088600
47.4,1,4109,1,0,0,5059900
65.1,2,3823,0,1,1,1158000
64.2,2,4208,0,0,0,304000
98.8,4,4547,1,0,0,2770600
72.3,2,4284,1,1,0,1661600
42.9,1,1459,0,1,0,2610600
73,2,4823,0,1,0,476800
56.2,2,3143,1,0,0,1439400
48.1,5,2662,1,1,0,3387600
67.8,2,3191,0,0,0,912800
77,3,5885,0,1,0,2697400
126.2,4,5829,1,1,0,4148900
23.1,1,1826,0,0,0,469600
49.7,2,3087,0,1,0,1437500
65.1,2,3568,1,1,0,4308300
60,3,4300,0,0,0,1381700
32.4,2,2662,1,1,0,2874400
69.8,2,4606,0,1,0,726900
59.8,2,3789,0,1,0,1631700
94.4,3,4465,1,0,1,2316600
67.8,3,2477,0,0,0,1492800
123.9,5,6474,1,0,0,2742100
40.5,2,2568,1,0,0,1017100
144.6,4,6688,1,0,0,4708200
68.2,3,4309,0,1,0,1946700
86.4,3,4406,0,1,0,1524300
88.3,3,5391,1,0,0,2270600
81.5,2,4706,1,1,0,5470300
80.2,3,4437,1,0,0,3193400
79.8,3,4570,1,1,0,826500
71.8,3,4060,0,1,0,4015400
110.9,3,5614,0,1,1,13492900
68.3,2,3211,0,0,0,7103500
158.4,5,8108,1,1,0,4766100
72.7,2,5704,0,0,0,3723400
52.7,5,4054,0,0,0,6100000
89.4,3,4776,0,0,0,6203900
86.3,3,5365,1,1,0,2092500
60,2,3833,0,0,0,2984300
68.1,2,4391,0,0,1,2892300
35.4,2,1532,0,0,0,3712000
69.4,3,2906,0,1,0,3639700
97.9,5,5999,0,1,0,9507700
61.2,3,3435,0,1,0,2798400
90.2,3,4557,0,1,0,3465100
52.7,2,4535,1,0,0,2532700
29.6,1,2009,1,0,1,4314100
84.4,2,4111,0,0,0,2943400
81.9,3,4428,0,0,0,5262200
65.3,2,3311,0,0,0,3195600
58.6,1,3176,1,1,0,3020900
36.2,1,2469,0,1,0,1874000
133.1,5,6644,1,1,0,4597000
96.6,4,5327,1,1,1,1206600
71,3,4083,0,1,0,5737100
61.3,2,2872,1,0,0,2659500
48.5,2,2775,1,0,1,2318700
151.8,5,7280,0,0,0,2066100
59.7,3,4192,0,1,0,1270500
74.6,3,3917,1,1,0,2573700
73.9,3,2354,0,0,0,1420400
43.7,2,2106,0,0,0,1831900
52.1,3,2158,0,0,0,3297900
49.8,2,4001,0,0,0,1045900
64,2,4282,0,1,1,4632500
44.5,2,3279,0,1,0,1392900
48.2,2,3663,1,1,0,3715000
72.2,3,4996,1,0,0,2067800
101.1,3,4884,0,1,0,4834600
103.5,4,5902,1,0,0,9092200
59.1,2,3300,0,0,0,1064200
71.6,3,5114,1,1,0,5089300
79.4,3,4444,0,1,1,1108800
95.8,3,5211,1,1,1,6897000
131.5,5,6697,0,0,0,14210700
114.3,3,5344,0,0,0,3504600
57.5,2,4267,1,1,0,1638800
139.9,5,7442,1,0,1,7491200
90.3,4,4042,0,1,0,5918700
101.2,4,6025,1,1,0,3653000
53.3,5,3439,1,0,0,1672400
54.3,2,2580,0,1,0,2506600
49.3,2,2630,0,1,0,1745300
68.6,3,5697,0,0,0,5997100
80.1,4,4809,0,1,0,6275900
103.8,3,5013,0,1,0,3598900
153.8,6,7461,1,1,1,8103300
55.2,1,4849,1,0,0,3621500
63.7,3,4627,0,1,0,2137600
61.9,2,4023,0,0,0,1758400
20.9,1,2033,1,1,0,1723600
46.4,2,2990,0,1,1,4067200
57.9,3,4288,0,0,0,4367000
44.9,2,2202,1,1,1,828800
121.4,4,6203,1,1,0,8767600
42.5,5,1513,1,0,0,2424900
61.9,2,3644,0,1,0,2654500
85.6,3,5522,0,1,0,5009900
67.7,3,3012,1,0,0,2288900
85.4,3,3628,1,1,0,1420700
32.2,5,3582,1,0,0,3548100
56.5,2,3190,1,0,0,4484300
61.9,2,2646,1,1,0,1593400
69.6,3,4824,1,0,0,1737300
43.3,2,3410,0,1,0,2586900
41.4,1,2217,0,0,0,3142800
72.9,3,4209,1,1,0,5398500
91.7,3,6162,0,0,0,2149800
58.7,2,3697,0,1,0,2391500
32.3,5,2561,0,1,0,1414600
21.6,5,1576,1,0,0,2019400
101.7,4,5749,0,1,0,2581400
60.7,3,3383,1,0,0,2038300
53,1,4040,0,0,0,4172600
56.6,3,5000,1,1,0,3985800
56.5,2,4189,0,0,0,2153500
95.6,3,4513,1,0,0,1843100
76,4,4420,0,1,0,8361100
74,4,3980,1,1,0,626800
51.1,2,2966,1,1,0,3826500
22.1,2,1871,1,0,1,1811600
100.6,5,5150,1,0,0,1935000
68.1,2,4477,1,0,0,1176400
75.6,3,3962,0,0,0,411000
61.9,3,2525,0,0,0,2966500
35.3,1,1473,1,1,0,3087100
119,5,5982,1,0,0,6874400
48.8,2,2536,1,1,0,3255800
55.4,5,2666,1,1,0,772800
85.3,3,4857,1,0,1,3530100
70.4,3,4279,1,1,0,3153500
38.8,1,3057,1,0,0,2957300
62.1,2,3930,1,1,0,1159800
52.8,2,2899,0,1,0,3307400
98,3,3969,0,0,0,1867800
37,1,1614,1,1,0,1589400
60.6,1,2949,1,0,0,3909700
81.8,2,4948,1,1,0,3602600
19.6,1,1046,0,1,0,2630300
94.2,3,5703,0,0,0,5035700
74.8,3,4780,1,0,0,6430500
93.9,4,5177,0,0,0,3838100
116.7,4,7102,0,1,0,7534900
43.6,2,2133,0,1,0,3205300
96.2,3,5385,1,1,0,1381100
80.5,3,2966,0,1,0,2613100
33.2,2,2477,0,0,0,1576800
57.3,3,2044,1,0,0,1090600
45.1,1,3200,1,1,0,3830000
94.3,3,5647,1,1,0,4626300
59.2,5,4435,1,0,0,1952700
36.3,2,871,1,0,0,3662300
62.1,2,4170,1,1,0,4659200
135.3,3,5940,0,1,0,9378500
47,1,1423,1,0,0,1580200
54.9,2,1591,1,0,0,3090400
22.3,2,1401,0,0,0,3359000
115.4,4,5682,0,1,1,12947600
113.8,4,5807,1,0,0,4140100
96.7,3,4751,1,1,0,800300
106.8,3,4517,1,1,0,9690800
34.7,2,2092,1,1,0,3594800
68.6,4,3435,1,0,0,2249500
67.1,2,3389,1,1,0,4226500
61,3,4047,0,0,0,3141700
61.9,3,4074,1,1,0,1408800
65.3,3,3970,1,0,0,1843500
26.7,2,2766,0,0,0,1676600
85.1,4,6039,1,0,0,3055400
81,3,4922,0,1,1,1739200
98.1,3,3533,0,1,0,6591700
39.2,2,3535,0,1,0,851300
40.8,1,3548,0,0,0,1676700
74.7,2,4378,1,1,0,1716400
39.5,2,2166,0,1,1,1384100
82.9,4,3783,1,1,1,5277500
77,2,4578,1,1,0,1438400
34.3,2,3088,0,1,0,2249200
55.4,5,3010,1,1,0,1629000
94.8,3,5630,1,1,0,3644300
76.9,3,4595,0,1,0,4045800
87.2,3,5050,1,1,0,2354500
68.2,5,3202,1,1,0,4215800
93.3,3,5167,1,0,0,3145900
90.6,3,3958,1,1,0,1232600
89.4,4,3870,1,1,0,1234800
59.2,2,4419,0,1,0,2461300
66.6,2,5066,0,1,0,1153100
21.4,1,1949,0,1,0,3583400
62.6,2,4056,1,0,0,2428700
25.6,2,1729,0,0,0,2169500
34.9,1,1842,1,1,0,2587400
91.5,3,5379,0,1,0,3881600
102.1,3,6512,1,1,0,3254300
66.7,2,2805,0,0,0,2120200
55.5,3,3516,1,1,0,2006400
34.4,2,1745,0,0,0,4124800
70,2,3644,0,0,0,1127300
90.3,3,5242,1,1,0,3682000
70.7,5,3745,0,0,1,2148600
47.7,2,2273,1,1,1,1650700
60.7,2,3709,0,1,0,3745600
72.9,2,3908,1,1,0,5169200
71,2,4630,0,0,0,5152900
96.6,5,5085,0,0,1,4610200
28.5,2,2028,0,0,0,2242000
93.8,4,5148,1,1,0,6493600
86.8,3,4680,0,1,0,6057000
63.8,3,3752,1,0,0,3582700
157.4,5,7105,0,1,0,9379900
64.5,3,3134,0,1,0,3090700
97.2,4,4831,0,0,0,7146800
64,3,3336,0,1,0,1509900
41.2,2,2319,1,1,0,2425000
86.3,3,5275,0,1,1,2070200
46.1,1,4437,1,0,0,1806900
126.1,4,7040,1,0,1,4577500
99.7,3,5380,0,1,0,1325100
90.7,3,5946,1,0,0,1726800
89.6,3,4959,1,1,0,1695700
57,2,2643,1,1,0,5474300
45.4,1,2550,0,1,0,3078500
36.9,2,2993,0,1,0,4613200
56.2,2,4625,0,0,0,3881300
106.8,3,4821,1,0,0,5097400
74.6,2,3332,0,1,0,3071000
58.3,2,3314,1,1,0,1800600
88,3,5736,0,0,0,2139900
102.4,4,5285,1,1,0,6834700
70.4,2,4218,0,0,0,1924300
88.8,3,4797,1,1,0,1477400
40.2,2,1184,0,0,0,2279800
58.4,2,3321,0,1,0,5023400
81.6,3,4610,1,1,0,5192100
37.6,1,1827,1,1,0,2615300
34.5,5,2602,1,1,0,921100
103.5,3,5257,1,0,1,2608100
108,4,5768,0,1,0,4139600
48.3,2,2976,1,0,0,1660000
60.7,3,3672,0,0,0,3304200
58.7,3,2733,1,1,1,1893600
63.5,2,3398,1,0,0,1800100
45.2,1,3665,0,1,0,2770900
42.4,2,2438,0,0,0,5249100
70.6,2,4572,0,1,0,2757100
33.8,1,2649,1,0,0,3333000
107.8,4,5328,1,0,0,6032600
57.8,2,3019,0,0,0,3251000
118,4,5803,0,0,0,8441600
47.3,3,4065,1,0,0,2176300
61,2,2428,1,0,0,1370000
81.6,2,4308,0,0,0,2685700
99.8,3,5035,0,1,0,5505000
60.4,3,3430,1,1,0,2791700
71.6,2,4681,0,0,0,2896500
79.5,3,5293,0,1,1,2856600
80.6,2,4514,1,0,0,4114400
88.7,3,4269,0,0,0,6543000
58.7,3,3469,0,0,1,1371200
54.9,2,3680,1,1,0,6520200
69,5,4050,0,1,0,5436900
55.7,3,3183,0,1,0,4587200
44.3,2,3277,0,1,0,1846600
76.2,3,3985,1,0,0,2584600
71.1,4,3454,1,1,0,4564300
75.4,3,3555,0,1,1,3781700
49.9,2,3681,0,0,0,2405800
33.2,1,3086,0,0,0,1216900
53.9,2,2482,0,1,0,1739600
47.5,2,3531,1,0,0,3451900
54.7,5,2059,1,0,0,4617100
95.3,3,5440,0,0,0,719100
114.3,4,5188,1,1,1,379500
70.9,2,2930,0,1,0,2238200
109,4,4111,1,1,1,1428800
61.5,2,2281,0,1,0,4941800
74,3,3863,1,0,0,1688900
95.1,5,5225,1,1,0,4515900
45.9,2,2944,1,1,0,1194300
42.9,1,2571,0,0,0,1207800
54.3,2,3257,1,1,0,4755600
68.8,2,2289,1,1,0,6001100
46.7,2,3974,0,0,0,3118200
98.4,3,4490,0,1,0,2639900
116.6,4,6003,0,0,0,2046600
76.8,2,4351,0,0,0,3194400
43.7,1,4149,1,0,0,1990300
90.2,3,4613,0,0,0,243900
34.5,1,2533,1,1,1,764500
58.4,3,4677,0,1,0,3809300
43.5,2,2975,0,0,0,2044300
56.6,2,3570,0,0,0,2675200
49.6,5,3192,0,1,0,3297800
34.4,1,2729,0,1,0,2356400
100,3,5175,0,1,0,3347300
45.3,2,2457,0,1,0,3885500
52.8,2,3719,0,1,0,1678000
62.9,3,4169,1,1,0,5337300
41.2,1,3315,0,1,0,734300
58.5,2,3348,1,0,0,4660300
66.2,3,4422,0,1,0,1096500
85.3,3,5551,0,0,0,2747900
42.9,2,3106,0,1,0,2213600
72.7,3,4305,1,0,1,2668400
99.8,5,5967,1,1,0,3101300
59.9,2,3646,0,0,0,4697700
43.4,2,3467,0,1,0,1548100
48.4,2,3521,1,0,0,4792700
54.7,5,3409,0,0,0,3124000
84.8,3,5413,1,1,0,2360500
76.1,3,4593,0,1,0,2318000
78.1,3,3891,0,0,1,2532300
94.7,3,5205,1,0,0,1446300
65.2,2,3253,0,1,0,1787200
39.1,2,3410,0,1,0,2922800
93.5,2,4730,1,1,0,4501600
73,3,3850,1,1,0,2037900
64.2,2,3995,0,1,0,1295200
35,2,1221,1,0,0,1055100
54,3,4485,0,0,0,2295500
125.4,5,6118,0,1,0,4593100
56,3,2958,1,1,0,1389200
74.9,2,4873,1,0,0,6074100
60.8,2,3981,1,0,0,1691200
105.5,3,5649,0,1,0,4550500
71.5,2,5065,1,0,0,3850600
67.1,2,3188,0,0,0,4388900
54.2,2,1551,0,1,0,2366200
53.8,2,2003,1,1,0,2008100
29.8,2,1593,0,0,0,1466600
29.5,1,1451,1,0,0,754700
55.8,2,4081,1,0,1,1661200
58.3,3,3135,0,1,0,4068600
50.8,5,3534,1,1,0,2327800
54.2,3,3434,1,0,0,1681400
64.4,3,3364,0,0,0,3994900
56.3,2,3112,0,1,0,5941400
71.1,2,3712,0,1,0,2237100
106.5,4,6092,0,1,0,2621500
84.7,2,3637,1,0,0,3071500
42.8,1,2223,0,0,0,595900
75.8,3,5506,0,1,0,2431500
69.7,5,3851,0,0,0,505600
91.1,2,6423,1,1,0,695100
44,5,2703,1,0,0,1899000
107.6,3,5263,0,0,0,3422700
40.7,5,2549,0,0,0,1383500
54,2,2428,0,1,0,660300
46,2,1740,0,1,0,3136300
81.9,2,4732,0,1,0,15712600
58.7,3,2667,1,1,0,2214300
39,2,3202,1,1,0,2551300
65.6,2,3601,1,0,0,2113400
62.7,3,4091,1,1,0,6563000
58,2,3914,0,0,0,3011300
75.7,3,4542,1,0,0,7569300
46.9,1,4012,0,1,0,1571000
81.4,3,5244,1,1,0,5272000
42.3,2,1556,0,0,0,3007100
114.1,4,5645,0,0,0,5584200
70.5,2,3198,0,1,1,1675700
106.1,6,3821,0,0,0,6950000
82.1,3,4880,1,1,0,4933400
77.1,3,4345,0,0,0,2574400
77.5,5,3994,0,1,1,2805700
85.7,3,5460,1,1,0,5128400
35.8,1,4579,0,0,0,1529800
65.5,3,2677,0,0,0,2012500
74.6,3,4813,1,0,0,1814400
95.9,3,5568,0,0,0,5477000
79.6,3,4603,0,1,1,3167200
74,2,4343,0,1,0,2218600
57.1,3,3109,0,0,0,659900
71,2,3615,0,1,0,2891900
94.2,3,5856,0,1,0,3113900
65.5,2,2507,0,0,0,1131300
121.6,5,6202,0,0,1,2712200
40.4,1,2094,0,1,0,1373100
90.9,3,5709,0,1,0,3697600
43.3,2,2102,0,1,0,1994500
62.6,3,4877,1,0,0,3120500
60.7,2,4265,1,0,0,5591500
74.6,2,4557,0,1,0,5074700
88.4,4,3903,0,1,0,654300
50.8,2,4433,0,0,1,3818300
63.3,3,3158,0,1,0,4238600
40.9,2,3754,0,0,0,1167700
40.4,5,2801,1,1,0,2270800
50.2,2,3660,0,0,0,2881100
20.2,1,1430,0,0,0,1273800
67.2,3,4313,0,0,0,4619200
50.8,1,3494,0,1,0,1180600
43.6,2,2851,0,1,0,1820400
34.4,1,2836,1,0,0,1849800
70.4,3,3884,0,1,0,5372200
36.2,1,1875,0,1,0,3236100
56.2,2,2804,1,1,0,2124700
60.7,2,2342,0,1,0,888700
62.2,2,3638,0,0,0,1966400
33.9,1,1507,0,0,0,1634900
77.9,4,4091,1,1,0,2141000
131.6,4,5819,1,1,1,1328200
107,4,4684,1,0,0,8699100
72.3,2,4542,0,1,0,2364500
125.8,5,5971,0,1,0,9127700
56.5,3,3326,1,1,0,5879100
34.8,2,2124,1,1,0,2780100
66.7,3,2646,1,0,0,3243700
52,2,3422,0,0,1,2826700
78.1,5,5221,0,1,0,7365100
81.5,4,3694,1,1,1,3480700
74,3,3968,0,0,0,3129400
82,3,3679,0,0,0,2162200
98.9,3,5457,0,1,0,3976100
48.7,2,4107,0,1,0,2692800
58.8,2,2675,1,1,0,3616900
35.3,1,1568,0,1,0,2632600
52.4,5,3245,0,0,0,3053500
37.2,2,2217,1,1,0,2891800
50.9,2,4212,0,1,0,2639300
71,3,3601,1,0,0,1727300
54.1,2,4360,1,1,0,3672100
61.8,3,3086,0,1,0,1420500
84.7,4,3662,0,0,0,3221300
62.5,3,3239,1,1,0,2127600
53.4,2,2914,1,1,0,1342000
81,3,4427,1,1,0,2239200
100.5,4,5890,1,1,1,9434600
78.3,3,4072,1,1,0,499700
58.9,2,3468,1,1,0,5357400
75.1,2,4169,0,1,0,1443000
59.6,1,2892,1,0,0,5819700
102,5,5882,1,1,0,5936400
100.9,4,5429,1,0,0,6414100
34.6,2,2700,0,0,0,3048100
107.7,4,5817,1,0,0,4873600
40.9,2,1944,0,1,0,1429700
66.4,2,5036,0,0,1,4659800
38.5,2,3104,0,0,0,3240700
64.7,2,3760,1,1,1,826600
68.3,4,3575,0,1,0,3592000
48.2,2,3603,0,1,0,4451100
90.7,4,4787,0,1,0,1584200
112.9,4,4929,1,0,0,9440600
36,2,2275,0,1,0,1605800
49.4,2,3408,1,0,0,1391900
75.8,3,3985,0,1,0,1459700
72.9,3,2094,1,1,0,4634100
64.4,3,3736,0,1,0,1567300
33.6,1,1179,1,0,0,2021200
49.8,2,4249,0,1,0,3084200
119.3,5,6524,0,0,0,4619300
66.3,2,3171,0,1,0,4356900
57.6,2,3637,1,0,0,1239500
43.5,2,2998,0,0,0,3410400
88.5,4,5424,0,0,0,3610700
74.6,3,4014,0,1,0,3258000
97.6,4,4209,0,0,0,781700
32.5,1,3317,1,0,0,3081500
110.2,3,5468,1,0,0,2482600
57.8,3,3099,0,0,0,1883400
27.8,1,1003,0,0,0,3221200
56.8,1,3586,1,1,0,3064900
83,3,4046,1,1,0,5157600
49.9,2,3251,0,0,0,1482300
58.8,3,2638,1,1,0,2931600
93.7,3,5829,1,0,0,2520000
60,3,3348,1,0,0,2363500
45.7,1,2761,1,0,0,2069000
107.3,5,5257,0,1,0,3211600
62.7,2,4577,0,0,0,868800
95,3,5304,1,1,1,6008900
35.1,2,3343,1,1,0,1791700
77.7,3,3826,1,1,0,1365300
84.7,4,4380,0,0,0,5006700
47.8,2,1724,1,0,0,2416100
42.9,2,2254,0,0,0,1818200
68.8,3,2652,1,0,0,1344600
65,2,2886,0,0,0,1067700
85.5,3,4548,0,1,0,3357500
77.3,3,3685,0,1,0,2696300
46.8,1,1261,1,1,0,5973200
74.2,2,4693,0,0,0,5620600
65.7,2,4104,0,1,0,2203200
54.6,2,3651,0,1,0,4268100
98.8,4,4843,1,0,0,2454200
97.2,3,5893,0,0,0,4590900
31.4,1,2933,1,0,0,4981200
54.8,5,3438,0,0,0,676500
28.6,2,3479,0,1,0,5371700
75.4,2,4443,1,1,0,1716400
62.9,2,4376,0,0,0,7798300
72.9,3,5452,0,0,0,545500
82.3,3,4057,0,0,0,1364000
57.8,2,3635,1,0,0,2335900
68,3,3210,1,1,0,1532400
87.2,4,5142,1,1,0,1248100
44.1,2,1747,1,0,0,5372700
42.4,2,2631,1,1,0,2175200
72.6,3,5026,1,0,1,4842600
95.1,3,6182,1,1,0,4448300
27.1,1,3320,0,1,0,3846200
53.7,1,3522,1,1,0,4135000
34.3,2,2264,0,0,0,4772900
63.1,2,4255,1,0,0,2388100
103.3,4,5197,0,1,1,7465300
46.9,2,3432,0,0,0,3301400
64.2,2,3614,0,1,0,5266000
61.9,2,4510,1,0,0,3044600
71,2,5701,1,1,0,1566800
44,2,4433,0,0,0,2019800
56.9,3,3320,0,0,0,2014200
68.5,3,4020,1,0,0,1117300
56.7,3,5512,0,1,0,1797600
50,2,3666,1,0,0,3256500
69.7,3,2856,0,0,0,5560200
65.6,3,4231,0,1,0,2778600
79.6,3,5914,0,0,0,2959200
97.7,4,5251,1,1,0,860400
80.7,3,4411,1,0,0,1224500
53.8,5,3102,0,1,0,2285100
54.2,2,4657,0,0,0,3404300
93.2,3,5917,1,1,0,1914400
62.1,3,2911,0,1,0,2074700
64.6,4,4146,0,0,0,684400
93.1,4,3776,1,1,0,2241900
101.1,4,4558,1,0,0,1791300
